Au	lever	du	rideau	tous	les	personnages	sont	en	scène																																																																																																											
At the	 rise	 of the	 curtain	 all	the	 actors	 are	 on the	 stage																																																																																																											
When	the	curtain	rises	all	the	actors	are	on	the																																																																																																											
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Ils	bavardent	tricotent	jouent	aux	cartes																																																																																																															
They	gossip	knit	play	(-)	cards																																																																																																															
They	gossip	knit	play	cards	 																																																																																																															
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Le	Prologue	se	détache	et	s'	avance																																																																																																														
The	 Prolog	himself	 separates	and	 moves forward	 moves forward																																																																																																														
The	Prologue	separates	himself	from	the	group																																																																																																														
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
TABLEAU	I	LE	PROLOGUE																																																																																																																	
Scene	I	the	Prologue																																																																																																																	
SCENE	I	THE	PROLOGUE																																																																																																																	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
LE	PROLOGUE																																																																																																																			
The	Prologue																																																																																																																			
The	Prologue																																																																																																																			
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Voilà	Ces	personnages	vont	vous	jouer	l'	histoire	d'	Antigone																																																																																																											
Here we are	These	actors	will	you	play	the	story	of	Antigone																																																																																																											
Well	here	we	are	These	people	that	you	see	here																																																																																																											
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Antigone	c'	est	la	petite	maigre	qui	est	assise	là-bas	et	qui	ne	dit	rien																																																																																																						
 Antigone	that	is	the	little	thin girl	who	is	sitting	over there	and	who	not	says	nothing																																																																																																						
Antigone	that's	the	skinny	little	girl	sitting	over	there	who's	saying	nothing	 	 	 																																																																																																						
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Elle	regarde	droit	devant	elle	Elle	pense																																																																																																														
She	looks	straight	ahead of	her	She	thinks																																																																																																														
She's	staring	straight	ahead	She's	thinking	 																																																																																																														
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Elle	pense	qu'	elle	va	être	Antigone	tout	à	l'	heure	qu'	elle	va	surgir	soudain	de	la	maigre	jeune	fille	noiraude	et	renfermée	que	personne	ne	prenait	au	sérieux	dans	la	famille	et	se	dresser	seule	en	face	du	monde	seule	en	face	de	Créon	son	oncle	qui	est	le	roi																																																																	
She	thinks	that	she	will	be	Antigone	soon	soon	soon	 soon	 that	she	will	burst forth	suddenly	from	the	thin	young	girl	dark-haired	and	 withdrawn	that	no one	not	takes	(-)	seriously	in	the	family	and	rise up	 rise up	alone	in the	face	of the	world	alone	in the 	face	of	Creon	her	uncle	who	is	the	king																																																																	
She's	thinking	that	she	will	soon	be	Antigone	that	she	is	suddenly	going	to	burst	forth	from	the	slight	dark-haired	girl	that	no	one	in	the	family	takes	seriously	and	rise	up	to	face	the	whole	world	alone	face	Creon	her	uncle	who	is	the	king	 	 	 	 	 	 																																																																	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Elle	pense	qu'	elle	va	mourir	qu'	elle	est	jeune	et	qu'	elle	aussi	elle	aurait	bien	aimé	vivre																																																																																																		
 She	thinks	that	she	will	die	that	she 	is	young	and	that	she	also	her	would	very much	like	live																																																																																																		
Another	thing	that	she	is	thinking	is	this	she	is	going	to	die	Antigone	is	young	She	would	much																																																																																																		
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Mais	il	n'	y	a	rien	à	faire																																																																																																													
But	there is	not	there is	there is	nothing	to	do																																																																																																													
But	there	is	no	help	for	it	 																																																																																																													
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Elle	s'	appelle	Antigone	et	il	va	falloir	qu'	elle	joue	son	rôle	jusqu'	au	bout																																																																																																					
She	is called	is called	Antigone	and	it	will be	necessary	that	she 	plays	her	role	up	to the	end																																																																																																					
Her	name	is	Antigone	and	she	has	to	play	her	role	through	to	the	end	 																																																																																																					
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Et	depuis	que	ce	rideau	s'	est	levé	elle	sent	qu'	elle	s'	éloigne	à	une	vitesse	vertigineuse	de	sa	sœur	Ismène	qui	bavarde	et	rit	avec	un	jeune	homme	de	nous	tous	qui	sommes	là	bien	tranquilles	à	la	regarder	de	nous	qui	n'	avons	pas	à	mourir	ce	soir																																																																		
And	ever since	that	the	curtain	gone up	 has	gone up	she	feels	that	she	is moving away	 is moving away	at	a	speed	break-neck	from	her	sister	Ismene	 who	is chatting	and	laughing	with	a	young	man	from	us	all	who	are	here	perfectly	safe	to	her	watch	from	us	who	not	have	not	to	die	this	evening																																																																		
And	as	soon	as	the	curtain	goes	up	she	feels	that	she	is	moving	away	at	breakneck	speed	from	her	sister	Ismene	who's	chatting	and	laughing	with	a	young	man	from	all	of	us	who	are	sitting	here	safely	watching	her	from	all	of	us	who	don't	have	to	die	this																																																																		
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Le	jeune	homme	avec	qui	parle	la	blonde	la	belle	l'	heureuse	Ismène	c'	est	Hémon	le	fils	de	Créon																																																																																																	
The	young	man	with	whom	talks	the	blonde	the	beautiful	the	happy	Ismene	that	is	Haemon	the	son	of	Creon																																																																																																	
The	young	man	who	is	talking	with	pretty	happy	blonde	Ismene	is	Haemon	the	son	of	Creon	 	 	 																																																																																																	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Il	est	le	fiancé	d'	Antigone																																																																																																															
He	is	the	fiancé	of	Antigone																																																																																																															
He	is	Antigone's	fiancé	 	 																																																																																																															
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Tout	le	portait	vers	Ismène	son	goût	de	la	danse	et	des	jeux	son	goût	du	bonheur	et	de	la	réussite	sa	sensualité	aussi	car	Ismène	est	bien	plus	belle	qu'	Antigone																																																																																					
Everything	him	moved	towards	Ismene	his	taste	for	the	dance	and	the	games	his	taste	for	happiness	and	for	the	success	his	sensuality	too	since	Ismene	is	much	more	beautiful	than	Antigone																																																																																					
Everything	disposed	him	towards	Ismene	his	taste	for	dance	and	games	his	taste	for	happiness	and	success	his	sensuality	too	because	Ismene	is	much	more	beautiful	than	Antigone	 	 	 	 																																																																																					
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
et	puis	un	soir	un	soir	de	bal	où	il	n'	avait	dansé	qu'	avec	Ismène	un	soir	où	Ismène	avait	été	éblouissante	dans	sa	nouvelle	robe	il	a	été	trouver	Antigone	qui	rêvait	dans	un	coin	comme	en	ce	moment	ses	bras	entourant	ses	genoux	et	il	lui	a	demandé	d'	être	sa	femme																																																														
And	then	one	evening	an	evening	of	ball	where	he	not	had	danced	but	with	Ismene	an	evening	when	Ismene	had	been	dazzling	in 	her	new	gown	he	had	gone to	find	Antigone	who	was dreaming	in	a	corner	as	in	this	moment	her	arms	around	her	knees	and	he	her	had	asked	to	be	his	wife																																																														
And	then	one	night	a	ball	night	when	he	had	danced	with	no	one	but	Ismene	a	night	when	Ismene	had	been	dazzling	in	her	new	gown	he	had	gone	over	to	find	Antigone	who	was	dreaming	in	a	corner	like	she	is	now	her	arms	around	her	knees	and	he	had	asked	her	to																																																														
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Personne	n'	a	jamais	compris	pourquoi																																																																																																															
No one	not	has	ever	understood	why																																																																																																															
No	one	has	ever	understood	why																																																																																																															
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Antigone	a	levé	sans	étonnement	ses	yeux	graves	sur	lui	et	elle	lui	a	dit	oui	avec	un	petit	sourire	triste																																																																																																
Antigone	had	raised	without	surprise	her	eyes	serious	to	him	and	she	to him	had	said	yes	with	a	little	smile	sad																																																																																																
Antigone	raised	her	serious	eyes	towards	him	without	surprise	and	said	yes	with	a	poor	sad	little	smile	 	 	 																																																																																																
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
L'	orchestre	attaquait	une	nouvelle	danse	Ismène	riait	aux	éclats	là-bas	au	milieu	des	autres	garçons	et	voilà	maintenant	lui	il	allait	être	le	mari	d'	Antigone																																																																																										
The	orchestra	attacked	a	new	dance	Ismene	laughed	in	peals	over there	in the	middle	of the	other	boys	and	there it was	suddenly	him	he	would	be	the	husband	of	Antigone																																																																																										
The	orchestra	started	up	a	new	dance	you	could	hear	Ismene	laughing	over	there	in	the	middle	of	the	other	boys	and	well	now	he	is	going																																																																																										
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Il	ne	savait	pas	qu'	il	ne	devait	jamais	exister	de	mari	d'	Antigone	sur	cette	terre	et	que	ce	titre	princier	lui	donnait	seulement	le	droit	de	mourir																																																																																								
He	not	know	not	that	there	not	should	never	exist	any	husband	of	Antigone	on	this	earth	and	that	this	title	 princely	him	gave	only	the	right	to	die																																																																																								
He	doesn't	know	that	there	will	never	be	any	husband	of	Antigone	on	this	earth	and	that	this	title	only	gives	him	the	right	to	die	 	 	 																																																																																								
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Cet	homme	robuste	aux	cheveux	blancs	qui	médite	là	près	de	son	page	c'	est	Créon	C'	est	le	roi																																																																																																	
This	man	robust	with the	hair	white	who	meditates	there	close	to	his	page	this	is	Creon	It	is	the	king																																																																																																	
The	powerfully	built	white-haired	man	over	there	standing	lost	in	thought	next	to	his	page	is	Creon	He	is	the																																																																																																	
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Il	a	des	rides	il	est	fatigué																																																																																																														
He	has	(-)	wrinkles	he	is	tired																																																																																																														
His	face	is	lined	He	is	tired																																																																																																														
